date,district,domestic_tourists,foreign_tourists,total_tourists,hotel_revenue,bar_revenue,boating_revenue,total_revenue,hotel_room_keys,hotel_class,growth_rate_domestic,growth_rate_foreign,growth_rate_total,top_district_rank,data_source,crimes_reported
01-06-2018,Tirupati,124642,10177,134819,3431983,1167185,50883,4650051,1000,3 Star,0.082,0.057,0.07,9,fabricated_data,69
01-06-2018,NTR,83042,7452,90494,2366663,496693,26098,2889455,700,4 Star,0.029,0.043,0.036,9,fabricated_data,34
01-06-2018,Guntur,65621,5289,70910,1696688,506707,20812,2224208,700,4 Star,0.086,0.013,0.049,3,fabricated_data,64
01-06-2018,Visakhapatnam,136866,16961,153827,3577182,1298814,105832,4981827,1000,4 Star,0.091,0.015,0.053,7,fabricated_data,53
01-06-2018,Alluri Seetarama Raju,56279,5090,61369,1438753,382309,33825,1854887,1500,3 Star,0.098,0.068,0.083,6,fabricated_data,46
01-06-2018,Srikakulam,55897,3487,59384,1540663,406423,16211,1963297,500,5 Star,0.083,0.032,0.058,9,fabricated_data,48
01-06-2018,Chittoor,87591,7995,95586,2194971,508870,45031,2748872,500,5 Star,0.056,0.035,0.045,8,fabricated_data,79
01-06-2018,Kakinada,59402,4343,63745,1554211,432875,19925,2007011,500,4 Star,0.078,0.019,0.049,1,fabricated_data,37
01-06-2018,Nandyal,47783,3091,50874,1233631,334830,13453,1581915,500,3 Star,0.074,0.013,0.043,4,fabricated_data,40
01-06-2018,Krishna,82054,7922,89976,2129490,767990,42049,2939529,1500,5 Star,0.044,0.047,0.045,9,fabricated_data,49
01-07-2018,Tirupati,76741,5715,82456,1651041,549762,30762,2231565,500,5 Star,0.095,0.063,0.079,7,fabricated_data,72
01-07-2018,NTR,52648,4533,57181,1469621,504312,20123,1994056,700,3 Star,0.036,0.057,0.046,10,fabricated_data,79
01-07-2018,Guntur,46326,3872,50198,1206021,417324,18888,1642233,700,5 Star,0.1,0.011,0.056,10,fabricated_data,54
01-07-2018,Visakhapatnam,101945,13621,115566,2061395,1010541,45556,3117492,1500,3 Star,0.065,0.035,0.05,2,fabricated_data,62
01-07-2018,Alluri Seetarama Raju,39047,2772,41819,1015012,371416,12565,1398992,1500,4 Star,0.055,0.013,0.034,10,fabricated_data,52
01-07-2018,Srikakulam,33835,2230,36065,847075,180697,8636,1036409,700,3 Star,0.056,0.011,0.034,7,fabricated_data,60
01-07-2018,Chittoor,60422,5811,66233,1553817,357952,18818,1930586,1500,4 Star,0.043,0.069,0.056,7,fabricated_data,48
01-07-2018,Kakinada,45102,2390,47492,966518,392905,9504,1368927,1000,4 Star,0.051,0.07,0.06,3,fabricated_data,74
01-07-2018,Nandyal,30531,1816,32347,755470,153775,5635,914880,1500,5 Star,0.09,0.049,0.07,5,fabricated_data,32
01-07-2018,Krishna,55176,4488,59664,1205748,425206,25053,1656007,500,4 Star,0.096,0.069,0.083,8,fabricated_data,52
01-08-2018,Tirupati,86990,7329,94319,2432662,764102,41938,3238702,1200,3 Star,0.025,0.058,0.042,5,fabricated_data,79
01-08-2018,NTR,51996,4630,56626,1328358,279936,13968,1622261,500,5 Star,0.046,0.064,0.055,9,fabricated_data,50
01-08-2018,Guntur,43430,3802,47232,945507,238523,25956,1209985,1500,3 Star,0.034,0.014,0.024,2,fabricated_data,69
01-08-2018,Visakhapatnam,99408,12168,111576,2460437,955527,40044,3456008,700,5 Star,0.048,0.065,0.057,3,fabricated_data,46
01-08-2018,Alluri Seetarama Raju,41498,3643,45141,1132996,309133,20120,1462249,1000,5 Star,0.069,0.011,0.04,3,fabricated_data,46
01-08-2018,Srikakulam,37662,2342,40004,971062,345099,14559,1330720,1500,4 Star,0.025,0.058,0.042,2,fabricated_data,62
01-08-2018,Chittoor,63483,5895,69378,1662372,497882,19080,2179335,1200,5 Star,0.052,0.019,0.035,7,fabricated_data,77
01-08-2018,Kakinada,47340,3141,50481,1416192,286008,13889,1716089,1000,5 Star,0.053,0.035,0.044,2,fabricated_data,58
01-08-2018,Nandyal,29833,1983,31816,761777,234232,7616,1003625,1000,5 Star,0.022,0.035,0.029,2,fabricated_data,32
01-08-2018,Krishna,62392,4935,67327,1712496,440613,18669,2171779,1500,3 Star,0.055,0.032,0.043,6,fabricated_data,50
01-09-2018,Tirupati,101985,8032,110017,2333605,513221,40039,2886866,500,3 Star,0.079,0.012,0.045,2,fabricated_data,79
01-09-2018,NTR,65441,5948,71389,1368647,531931,30942,1931521,1500,3 Star,0.04,0.055,0.048,9,fabricated_data,31
01-09-2018,Guntur,64339,5115,69454,1859821,513729,31921,2405471,1000,3 Star,0.08,0.074,0.077,1,fabricated_data,46
01-09-2018,Visakhapatnam,111950,13565,125515,3124179,775104,64352,3963635,1500,4 Star,0.067,0.015,0.041,9,fabricated_data,34
01-09-2018,Alluri Seetarama Raju,45877,3606,49483,1155218,278472,14904,1448595,1200,3 Star,0.085,0.011,0.048,8,fabricated_data,63
01-09-2018,Srikakulam,47687,3389,51076,963343,275102,22180,1260625,1500,5 Star,0.073,0.058,0.066,4,fabricated_data,79
01-09-2018,Chittoor,83522,6553,90075,2405227,438165,25716,2869108,500,4 Star,0.04,0.025,0.033,10,fabricated_data,72
01-09-2018,Kakinada,55000,3683,58683,1231487,483461,22245,1737193,700,4 Star,0.053,0.025,0.039,8,fabricated_data,70
01-09-2018,Nandyal,36669,2414,39083,870503,345842,8704,1225048,700,5 Star,0.03,0.057,0.043,10,fabricated_data,58
01-09-2018,Krishna,70602,6508,77110,1632452,503910,36320,2172682,1500,5 Star,0.052,0.01,0.031,8,fabricated_data,71
01-10-2018,Tirupati,105901,7576,113477,2928368,605310,42659,3576337,1200,5 Star,0.022,0.065,0.043,6,fabricated_data,66
01-10-2018,NTR,66479,5670,72149,1867280,623403,23870,2514553,1500,5 Star,0.089,0.064,0.076,9,fabricated_data,75
01-10-2018,Guntur,55170,5529,60699,1284446,290683,31390,1606520,1000,4 Star,0.039,0.031,0.035,3,fabricated_data,38
01-10-2018,Visakhapatnam,108123,14754,122877,2253559,909667,58168,3221394,1000,5 Star,0.096,0.032,0.064,7,fabricated_data,36
01-10-2018,Alluri Seetarama Raju,52050,4290,56340,1393755,325915,27851,1747521,1500,5 Star,0.077,0.043,0.06,6,fabricated_data,34
01-10-2018,Srikakulam,42250,3288,45538,1130882,345615,15148,1491646,1500,3 Star,0.045,0.043,0.044,5,fabricated_data,79
01-10-2018,Chittoor,86919,7911,94830,2087989,638329,46062,2772380,1500,5 Star,0.031,0.031,0.031,4,fabricated_data,35
01-10-2018,Kakinada,53985,3905,57890,1105179,529435,22324,1656938,1200,5 Star,0.042,0.027,0.035,9,fabricated_data,36
01-10-2018,Nandyal,43820,2561,46381,1312617,418813,9952,1741382,700,4 Star,0.04,0.047,0.043,2,fabricated_data,38
01-10-2018,Krishna,74438,5589,80027,1579491,526969,18178,2124639,1000,4 Star,0.058,0.042,0.05,9,fabricated_data,59
01-11-2018,Tirupati,127793,10157,137950,3559117,764019,63796,4386932,700,3 Star,0.031,0.029,0.03,7,fabricated_data,76
01-11-2018,NTR,91234,7380,98614,2368480,910394,34989,3313863,1200,5 Star,0.024,0.024,0.024,5,fabricated_data,73
01-11-2018,Guntur,71844,6604,78448,1805425,460302,41532,2307259,1500,4 Star,0.079,0.071,0.075,7,fabricated_data,76
01-11-2018,Visakhapatnam,153832,17271,171103,3864864,1037468,77707,4980039,500,4 Star,0.029,0.012,0.021,6,fabricated_data,35
01-11-2018,Alluri Seetarama Raju,61524,5590,67114,1399367,499779,18585,1917731,1500,3 Star,0.056,0.057,0.057,10,fabricated_data,73
01-11-2018,Srikakulam,61696,4100,65796,1253492,473507,12918,1739916,700,4 Star,0.065,0.03,0.048,10,fabricated_data,56
01-11-2018,Chittoor,114236,10076,124312,2395948,974646,44156,3414750,1000,5 Star,0.052,0.026,0.039,3,fabricated_data,30
01-11-2018,Kakinada,77279,3961,81240,2312102,754010,14054,3080166,1000,4 Star,0.064,0.03,0.047,3,fabricated_data,48
01-11-2018,Nandyal,51361,3715,55076,1442148,446176,19125,1907449,500,5 Star,0.047,0.06,0.053,10,fabricated_data,44
01-11-2018,Krishna,93997,7598,101595,2616088,527557,42090,3185735,1000,3 Star,0.026,0.074,0.05,1,fabricated_data,71
01-12-2018,Tirupati,131160,9082,140242,3876366,817757,58475,4752598,1200,5 Star,0.088,0.011,0.049,1,fabricated_data,77
01-12-2018,NTR,91044,6663,97707,2551946,901697,36138,3489781,1200,5 Star,0.09,0.077,0.083,7,fabricated_data,59
01-12-2018,Guntur,81134,5903,87037,1985512,742304,33168,2760984,500,3 Star,0.032,0.048,0.04,6,fabricated_data,69
01-12-2018,Visakhapatnam,147279,17662,164941,4345936,890963,71419,5308318,1000,4 Star,0.079,0.059,0.069,7,fabricated_data,49
01-12-2018,Alluri Seetarama Raju,70821,4640,75461,1957150,392590,32132,2381872,1500,4 Star,0.081,0.054,0.068,2,fabricated_data,52
01-12-2018,Srikakulam,58863,4187,63050,1663434,499323,28037,2190794,500,3 Star,0.065,0.057,0.061,6,fabricated_data,47
01-12-2018,Chittoor,96688,9363,106051,2721172,668174,33043,3422388,700,5 Star,0.039,0.031,0.035,8,fabricated_data,59
01-12-2018,Kakinada,71872,4903,76775,1949647,428774,23952,2402373,700,4 Star,0.05,0.046,0.048,9,fabricated_data,64
01-12-2018,Nandyal,47063,3435,50498,1090027,248432,18684,1357142,1000,3 Star,0.051,0.016,0.034,8,fabricated_data,40
01-12-2018,Krishna,98357,7769,106126,2802116,687157,30938,3520211,500,3 Star,0.029,0.05,0.04,8,fabricated_data,65
01-01-2019,Tirupati,123245,10224,133469,2812904,666111,66522,3545537,700,3 Star,0.068,0.024,0.046,1,fabricated_data,72
01-01-2019,NTR,81969,7804,89773,2117364,647131,25114,2789609,1500,5 Star,0.06,0.025,0.042,7,fabricated_data,67
01-01-2019,Guntur,84539,6351,90890,1980015,829138,30354,2839507,1500,5 Star,0.048,0.074,0.061,1,fabricated_data,44
01-01-2019,Visakhapatnam,153842,18401,172243,4192366,1381732,116511,5690608,1200,3 Star,0.068,0.034,0.051,4,fabricated_data,70
01-01-2019,Alluri Seetarama Raju,69485,5036,74521,1425320,487047,28680,1941047,700,3 Star,0.057,0.053,0.055,4,fabricated_data,39
01-01-2019,Srikakulam,61417,3953,65370,1353670,396727,23696,1774093,1500,5 Star,0.028,0.047,0.037,10,fabricated_data,77
01-01-2019,Chittoor,102483,9032,111515,2969911,781458,52649,3804018,700,4 Star,0.061,0.04,0.051,8,fabricated_data,31
01-01-2019,Kakinada,78325,4198,82523,2086038,720237,21841,2828116,1200,5 Star,0.095,0.044,0.07,8,fabricated_data,68
01-01-2019,Nandyal,56944,3321,60265,1333424,469351,10872,1813647,1200,4 Star,0.029,0.069,0.049,6,fabricated_data,59
01-01-2019,Krishna,95425,8382,103807,2723952,639350,54304,3417605,1000,3 Star,0.082,0.069,0.076,3,fabricated_data,38
01-02-2019,Tirupati,104132,8084,112216,2744215,622963,31099,3398277,1500,3 Star,0.087,0.059,0.073,10,fabricated_data,83
01-02-2019,NTR,69095,6815,75910,1878862,666824,34827,2580513,700,3 Star,0.086,0.017,0.051,3,fabricated_data,45
01-02-2019,Guntur,60389,5096,65485,1570466,352145,23029,1945640,500,4 Star,0.078,0.075,0.076,1,fabricated_data,66
01-02-2019,Visakhapatnam,112410,14227,126637,2795875,575969,56841,3428685,700,4 Star,0.047,0.046,0.046,10,fabricated_data,70
01-02-2019,Alluri Seetarama Raju,47574,4329,51903,1134903,358395,27810,1521108,700,3 Star,0.084,0.02,0.052,7,fabricated_data,74
01-02-2019,Srikakulam,43990,2809,46799,1198594,403920,18118,1620631,1200,4 Star,0.094,0.011,0.052,1,fabricated_data,61
01-02-2019,Chittoor,73009,6631,79640,1951352,488163,24657,2464172,500,4 Star,0.057,0.043,0.05,2,fabricated_data,33
01-02-2019,Kakinada,50667,3854,54521,1134850,302725,19346,1456920,1200,4 Star,0.025,0.05,0.038,7,fabricated_data,31
01-02-2019,Nandyal,36421,2750,39171,771387,190327,13067,974781,1500,4 Star,0.041,0.04,0.041,2,fabricated_data,60
01-02-2019,Krishna,80411,6200,86611,2133936,542854,33907,2710698,1200,3 Star,0.028,0.064,0.046,2,fabricated_data,78
01-03-2019,Tirupati,107301,8241,115542,2898056,689519,45516,3633091,1500,4 Star,0.059,0.063,0.061,6,fabricated_data,73
01-03-2019,NTR,64338,5854,70192,1359655,376993,30378,1767025,700,4 Star,0.025,0.032,0.029,3,fabricated_data,72
01-03-2019,Guntur,60710,5022,65732,1274655,308415,34425,1617495,1500,3 Star,0.068,0.016,0.042,5,fabricated_data,49
01-03-2019,Visakhapatnam,128422,14306,142728,2613664,1121239,88814,3823717,1500,3 Star,0.072,0.073,0.072,9,fabricated_data,36
01-03-2019,Alluri Seetarama Raju,48096,3642,51738,1399029,423341,20780,1843150,1200,3 Star,0.05,0.025,0.038,10,fabricated_data,77
01-03-2019,Srikakulam,49459,2955,52414,1114079,356804,18880,1489763,1500,5 Star,0.096,0.034,0.065,4,fabricated_data,71
01-03-2019,Chittoor,84937,6617,91554,1706195,586971,27839,2321006,500,3 Star,0.063,0.074,0.069,6,fabricated_data,61
01-03-2019,Kakinada,50828,4000,54828,1111574,367302,19810,1498685,700,4 Star,0.028,0.04,0.034,5,fabricated_data,46
01-03-2019,Nandyal,41606,2698,44304,1218808,250635,16706,1486149,1500,3 Star,0.051,0.03,0.04,6,fabricated_data,79
01-03-2019,Krishna,77141,6924,84065,2296193,531194,42980,2870366,1000,3 Star,0.09,0.023,0.056,3,fabricated_data,57
01-04-2019,Tirupati,123686,8949,132635,3207247,920983,31620,4159850,700,5 Star,0.043,0.075,0.059,4,fabricated_data,75
01-04-2019,NTR,83568,6482,90050,1967857,584969,20934,2573760,1000,4 Star,0.091,0.021,0.056,1,fabricated_data,46
01-04-2019,Guntur,76257,5239,81496,1740424,604450,21090,2365964,500,5 Star,0.084,0.046,0.065,8,fabricated_data,45
01-04-2019,Visakhapatnam,144417,19926,164343,3562591,981833,102512,4646936,1500,5 Star,0.055,0.076,0.066,4,fabricated_data,67
01-04-2019,Alluri Seetarama Raju,62269,5323,67592,1866083,444245,18336,2328664,1500,5 Star,0.09,0.025,0.057,6,fabricated_data,57
01-04-2019,Srikakulam,49189,4109,53298,1235930,317485,20042,1573457,1500,5 Star,0.044,0.023,0.034,4,fabricated_data,44
01-04-2019,Chittoor,101376,8328,109704,2258132,591116,36068,2885315,700,4 Star,0.047,0.079,0.063,10,fabricated_data,46
01-04-2019,Kakinada,60092,4137,64229,1354924,406187,24088,1785198,1500,3 Star,0.078,0.03,0.054,5,fabricated_data,68
01-04-2019,Nandyal,43960,2592,46552,887749,261297,12073,1161119,1000,5 Star,0.043,0.049,0.046,8,fabricated_data,74
01-04-2019,Krishna,88791,7883,96674,2199338,616746,51631,2867716,500,5 Star,0.047,0.053,0.05,8,fabricated_data,76
01-05-2019,Tirupati,109212,9736,118948,3156708,689521,47599,3893829,500,3 Star,0.086,0.06,0.073,3,fabricated_data,86
01-05-2019,NTR,82190,7086,89276,2243788,557969,23069,2824827,1200,3 Star,0.09,0.043,0.067,7,fabricated_data,49
01-05-2019,Guntur,68525,5724,74249,1914713,556840,38640,2510193,700,4 Star,0.095,0.065,0.08,2,fabricated_data,52
01-05-2019,Visakhapatnam,149555,19259,168814,4479803,962769,99239,5541811,500,5 Star,0.052,0.022,0.037,6,fabricated_data,36
01-05-2019,Alluri Seetarama Raju,54692,5296,59988,1126136,347749,18086,1491971,1500,4 Star,0.027,0.057,0.042,2,fabricated_data,48
01-05-2019,Srikakulam,56939,3244,60183,1357719,383472,15335,1756527,1200,3 Star,0.061,0.066,0.064,4,fabricated_data,41
01-05-2019,Chittoor,90708,8411,99119,2050771,457661,47044,2555477,1200,4 Star,0.056,0.078,0.067,2,fabricated_data,62
01-05-2019,Kakinada,70917,3877,74794,1737544,682869,21866,2442280,1200,4 Star,0.031,0.028,0.029,9,fabricated_data,73
01-05-2019,Nandyal,45542,3420,48962,1347195,284098,15021,1646315,1200,5 Star,0.097,0.041,0.069,2,fabricated_data,56
01-05-2019,Krishna,93379,7269,100648,2555291,491014,23240,3069545,500,3 Star,0.08,0.013,0.046,10,fabricated_data,46
01-06-2019,Tirupati,112614,9051,121665,3350159,794556,43253,4187968,1200,4 Star,0.083,0.038,0.06,9,fabricated_data,84
01-06-2019,NTR,85803,6311,92114,2296837,456513,33982,2787331,700,5 Star,0.037,0.069,0.053,6,fabricated_data,72
01-06-2019,Guntur,71428,5491,76919,1524115,697604,18069,2239788,1200,3 Star,0.048,0.053,0.051,8,fabricated_data,73
01-06-2019,Visakhapatnam,132179,19162,151341,3001973,1163392,112857,4278223,500,5 Star,0.061,0.02,0.041,6,fabricated_data,78
01-06-2019,Alluri Seetarama Raju,65455,5232,70687,1467278,349542,22328,1839148,1200,3 Star,0.082,0.07,0.076,6,fabricated_data,64
01-06-2019,Srikakulam,51978,3125,55103,1404220,262444,14490,1681153,1200,5 Star,0.089,0.041,0.065,7,fabricated_data,73
01-06-2019,Chittoor,102068,9619,111687,2969917,945043,30880,3945840,500,3 Star,0.066,0.047,0.057,10,fabricated_data,37
01-06-2019,Kakinada,69323,4286,73609,1576867,511061,18580,2106508,1000,4 Star,0.091,0.05,0.071,10,fabricated_data,65
01-06-2019,Nandyal,47468,2574,50042,1162619,307698,17294,1487611,1200,3 Star,0.024,0.041,0.033,7,fabricated_data,44
01-06-2019,Krishna,89191,7012,96203,2055071,722940,29501,2807512,1200,3 Star,0.055,0.013,0.034,8,fabricated_data,58
01-07-2019,Tirupati,82342,6320,88662,2082188,425863,35113,2543164,1500,3 Star,0.055,0.03,0.042,10,fabricated_data,75
01-07-2019,NTR,55238,5518,60756,1226464,304697,29467,1560629,700,4 Star,0.062,0.043,0.052,5,fabricated_data,62
01-07-2019,Guntur,51532,4393,55925,1353259,277056,15154,1645469,1000,4 Star,0.041,0.019,0.03,5,fabricated_data,36
01-07-2019,Visakhapatnam,93824,13156,106980,2786095,682066,66148,3534309,1000,3 Star,0.095,0.07,0.083,10,fabricated_data,47
01-07-2019,Alluri Seetarama Raju,43981,2973,46954,1002384,424564,9212,1436161,700,5 Star,0.078,0.069,0.074,6,fabricated_data,78
01-07-2019,Srikakulam,32869,2631,35500,869816,270732,9244,1149792,1200,5 Star,0.081,0.063,0.072,4,fabricated_data,31
01-07-2019,Chittoor,62237,6148,68385,1681332,454126,19799,2155257,700,4 Star,0.058,0.075,0.067,10,fabricated_data,43
01-07-2019,Kakinada,43102,3162,46264,1007824,412459,21894,1442178,1500,4 Star,0.085,0.062,0.074,10,fabricated_data,65
01-07-2019,Nandyal,30516,1889,32405,648542,252598,5968,907107,1500,5 Star,0.09,0.072,0.081,8,fabricated_data,79
01-07-2019,Krishna,59927,5776,65703,1640098,449764,30561,2120423,500,5 Star,0.048,0.041,0.044,7,fabricated_data,39
01-08-2019,Tirupati,73630,7189,80819,2076740,647957,22969,2747666,700,4 Star,0.055,0.034,0.044,9,fabricated_data,71
01-08-2019,NTR,58874,4918,63792,1287333,349780,18379,1655492,500,3 Star,0.021,0.013,0.017,6,fabricated_data,40
01-08-2019,Guntur,52783,4049,56832,1205595,526451,27801,1759847,1500,5 Star,0.041,0.069,0.055,8,fabricated_data,67
01-08-2019,Visakhapatnam,99364,10941,110305,2337519,559474,38506,2935499,500,3 Star,0.089,0.077,0.083,10,fabricated_data,55
01-08-2019,Alluri Seetarama Raju,38746,3035,41781,1008270,256174,18536,1282981,700,4 Star,0.073,0.067,0.07,6,fabricated_data,67
01-08-2019,Srikakulam,38526,2246,40772,1017259,253147,15344,1285750,1200,3 Star,0.066,0.022,0.044,7,fabricated_data,38
01-08-2019,Chittoor,60612,5590,66202,1766740,367222,19995,2153957,1000,5 Star,0.072,0.026,0.049,9,fabricated_data,47
01-08-2019,Kakinada,46927,2794,49721,1366342,452380,10231,1828952,1000,4 Star,0.099,0.073,0.086,2,fabricated_data,58
01-08-2019,Nandyal,30414,2249,32663,689086,288297,7678,985060,700,3 Star,0.069,0.026,0.048,4,fabricated_data,52
01-08-2019,Krishna,65348,5475,70823,1504041,388266,23077,1915384,1200,3 Star,0.066,0.046,0.056,3,fabricated_data,69
01-09-2019,Tirupati,92827,7112,99939,2453816,555655,24113,3033583,1200,3 Star,0.033,0.019,0.026,2,fabricated_data,80
01-09-2019,NTR,72479,6328,78807,1905280,458829,19971,2384080,1500,3 Star,0.091,0.05,0.071,9,fabricated_data,51
01-09-2019,Guntur,58100,4525,62625,1165974,426169,25985,1618128,700,5 Star,0.031,0.072,0.051,2,fabricated_data,35
01-09-2019,Visakhapatnam,126736,16845,143581,3019908,1033301,79518,4132727,1200,5 Star,0.066,0.017,0.042,10,fabricated_data,77
01-09-2019,Alluri Seetarama Raju,54528,3687,58215,1430877,401892,23976,1856744,500,3 Star,0.071,0.06,0.066,6,fabricated_data,65
01-09-2019,Srikakulam,40753,2887,43640,1070481,233534,18165,1322180,1000,4 Star,0.098,0.071,0.084,10,fabricated_data,35
01-09-2019,Chittoor,72270,7860,80130,1640262,657540,55000,2352801,1500,5 Star,0.073,0.078,0.075,5,fabricated_data,34
01-09-2019,Kakinada,57970,3636,61606,1732428,389648,11806,2133882,500,4 Star,0.062,0.025,0.043,3,fabricated_data,40
01-09-2019,Nandyal,38085,2194,40279,913824,270200,11098,1195121,1000,3 Star,0.092,0.02,0.056,7,fabricated_data,44
01-09-2019,Krishna,68551,5635,74186,1453540,541816,37839,2033196,700,3 Star,0.087,0.041,0.064,10,fabricated_data,66
01-10-2019,Tirupati,93479,7666,101145,2465324,500438,34084,2999846,1000,3 Star,0.023,0.054,0.038,8,fabricated_data,78
01-10-2019,NTR,74149,6171,80320,2140382,523100,33430,2696911,700,4 Star,0.032,0.054,0.043,4,fabricated_data,30
01-10-2019,Guntur,64482,4604,69086,1426024,559715,19705,2005444,700,3 Star,0.097,0.023,0.06,8,fabricated_data,73
01-10-2019,Visakhapatnam,117762,16180,133942,2524671,593885,49833,3168389,700,5 Star,0.056,0.046,0.051,10,fabricated_data,67
01-10-2019,Alluri Seetarama Raju,52464,3574,56038,1509903,332934,24764,1867601,700,3 Star,0.055,0.015,0.035,1,fabricated_data,50
01-10-2019,Srikakulam,42824,3330,46154,1143087,310064,16489,1469640,700,3 Star,0.07,0.035,0.053,7,fabricated_data,55
01-10-2019,Chittoor,79064,6224,85288,1811356,738837,41189,2591382,700,4 Star,0.067,0.044,0.056,10,fabricated_data,34
01-10-2019,Kakinada,51894,3237,55131,1469495,379656,16014,1865166,1200,5 Star,0.071,0.073,0.072,7,fabricated_data,37
01-10-2019,Nandyal,43439,2469,45908,947679,282874,7909,1238461,1200,4 Star,0.088,0.075,0.081,10,fabricated_data,50
01-10-2019,Krishna,75259,5689,80948,2246162,627061,23562,2896784,500,5 Star,0.029,0.078,0.053,4,fabricated_data,78
01-11-2019,Tirupati,142076,9743,151819,3522952,1401469,29419,4953840,1500,4 Star,0.028,0.046,0.037,5,fabricated_data,74
01-11-2019,NTR,99881,7541,107422,2729361,841360,29020,3599741,1000,4 Star,0.023,0.024,0.024,9,fabricated_data,30
01-11-2019,Guntur,83918,7407,91325,1964999,561624,22431,2549054,1000,4 Star,0.098,0.056,0.077,9,fabricated_data,31
01-11-2019,Visakhapatnam,144194,20278,164472,4180219,1170671,71705,5422594,500,3 Star,0.088,0.02,0.054,7,fabricated_data,68
01-11-2019,Alluri Seetarama Raju,64790,5820,70610,1883939,352269,39262,2275469,1200,5 Star,0.083,0.024,0.054,6,fabricated_data,78
01-11-2019,Srikakulam,54379,4415,58794,1187035,426180,19903,1633118,500,5 Star,0.072,0.011,0.041,7,fabricated_data,42
01-11-2019,Chittoor,108188,7774,115962,2217327,865157,33947,3116430,1200,3 Star,0.092,0.06,0.076,6,fabricated_data,63
01-11-2019,Kakinada,66145,4912,71057,1461931,437696,30832,1930459,500,5 Star,0.089,0.025,0.057,9,fabricated_data,34
01-11-2019,Nandyal,53487,3505,56992,1382602,338635,10954,1732191,1000,3 Star,0.095,0.024,0.059,8,fabricated_data,67
01-11-2019,Krishna,90333,8568,98901,2300102,492077,40029,2832208,1500,4 Star,0.088,0.017,0.052,8,fabricated_data,33
01-12-2019,Tirupati,128635,9157,137792,2593179,1039488,62664,3695332,700,5 Star,0.039,0.055,0.047,6,fabricated_data,76
01-12-2019,NTR,95789,8507,104296,2284669,679088,27036,2990793,1000,4 Star,0.076,0.063,0.07,1,fabricated_data,33
01-12-2019,Guntur,73190,6450,79640,1728372,497226,33005,2258604,1000,3 Star,0.059,0.043,0.051,7,fabricated_data,46
01-12-2019,Visakhapatnam,142129,19816,161945,3678160,1374771,116999,5169930,1000,5 Star,0.093,0.052,0.072,2,fabricated_data,46
01-12-2019,Alluri Seetarama Raju,59888,4792,64680,1766266,390799,17613,2174677,1500,4 Star,0.045,0.012,0.028,3,fabricated_data,57
01-12-2019,Srikakulam,59105,3732,62837,1446478,580860,16829,2044167,500,3 Star,0.06,0.029,0.044,9,fabricated_data,40
01-12-2019,Chittoor,108353,7792,116145,2620986,962102,33934,3617022,500,3 Star,0.036,0.062,0.049,10,fabricated_data,70
01-12-2019,Kakinada,74121,4118,78239,2090894,529552,15467,2635912,1500,4 Star,0.041,0.046,0.043,4,fabricated_data,34
01-12-2019,Nandyal,48838,3682,52520,1453658,336069,24644,1814371,700,4 Star,0.042,0.059,0.051,3,fabricated_data,79
01-12-2019,Krishna,92918,8886,101804,1906699,517389,26797,2450886,1000,5 Star,0.089,0.052,0.07,7,fabricated_data,35
01-01-2020,Tirupati,132291,10920,143211,2911345,1243638,41277,4196260,1200,4 Star,0.07,0.055,0.062,6,fabricated_data,98
01-01-2020,NTR,93500,8506,102006,2306060,636579,29206,2971845,1500,5 Star,0.083,0.022,0.053,2,fabricated_data,31
01-01-2020,Guntur,76496,7462,83958,1663699,639753,27562,2331014,1200,5 Star,0.023,0.062,0.042,3,fabricated_data,63
01-01-2020,Visakhapatnam,155796,21975,177771,3140617,1347576,144046,4632238,1200,4 Star,0.056,0.024,0.04,3,fabricated_data,32
01-01-2020,Alluri Seetarama Raju,60348,4502,64850,1584643,318188,28569,1931399,700,4 Star,0.062,0.049,0.056,4,fabricated_data,58
01-01-2020,Srikakulam,56530,4160,60690,1417632,423723,14313,1855668,1200,4 Star,0.084,0.065,0.075,3,fabricated_data,34
01-01-2020,Chittoor,98942,7987,106929,2078714,593163,55904,2727781,1000,4 Star,0.032,0.027,0.029,9,fabricated_data,77
01-01-2020,Kakinada,73086,3869,76955,2115114,556079,15672,2686865,1200,3 Star,0.094,0.044,0.069,2,fabricated_data,69
01-01-2020,Nandyal,53890,3629,57519,1450996,335069,24411,1810475,500,3 Star,0.041,0.046,0.043,10,fabricated_data,37
01-01-2020,Krishna,103319,8975,112294,2263081,706042,30723,2999846,1500,4 Star,0.096,0.015,0.056,9,fabricated_data,58
01-02-2020,Tirupati,108226,8129,116355,2353373,746058,51803,3151233,1200,5 Star,0.054,0.037,0.045,7,fabricated_data,97
01-02-2020,NTR,64327,6079,70406,1762888,565089,32990,2360967,1500,4 Star,0.021,0.016,0.019,9,fabricated_data,53
01-02-2020,Guntur,56087,4756,60843,1131881,392702,24729,1549312,1200,3 Star,0.074,0.079,0.076,10,fabricated_data,53
01-02-2020,Visakhapatnam,120472,13607,134079,2966068,1146308,43589,4155965,1000,5 Star,0.044,0.055,0.05,2,fabricated_data,76
01-02-2020,Alluri Seetarama Raju,45656,4059,49715,1182886,377285,16328,1576499,1200,3 Star,0.087,0.024,0.055,8,fabricated_data,70
01-02-2020,Srikakulam,45079,2606,47685,1074659,325570,9294,1409523,500,4 Star,0.063,0.016,0.04,9,fabricated_data,37
